id,month,gkg_date,url,domain,title,title_source,relevant,sentiment,theme
17,2022-01,20220118183000,https://www.prnewswire.com/news-releases/czech-republic-data-center-market-investment-report-2021-2026-it-power-cooling-and-general-construction-services-sizing-and-forecasts-301462648.html,prnewswire.com,"Czech Republic Data Center Market Investment Report 2021-2026: IT, Power, Cooling, and General Construction Services Sizing and Forecasts",live,yes,positive,investment_buildout
18,2022-01,20220113000000,https://www.sandiegosun.com/news/272160291/edge-data-center-market-size-status-and-forecast-2022-2027--365-data-centers-edgeconnex-schneider-electric,sandiegosun.com,"Edge Data Center Market Size, Status and Forecast 2022-2027 | 365 Data Centers, EdgeConneX, Schneider Electric",live,yes,positive,investment_buildout
19,2022-01,20220114051500,https://twinfinite.net/2022/01/final-fantasy-xiv-sales-restart-oceanian-datacenter/,twinfinite.net,final fantasy xiv sales restart oceanian datacenter,slug,no,neutral,other
20,2022-01,20220106074500,http://www.chilecomparte.cl/foros/topic/3356784-cbtnuggets-cct-data-center-010-151-online-training/,chilecomparte.cl,cbtnuggets cct data center online training,slug,no,neutral,other
21,2022-01,20220127224500,https://www.joplinglobe.com/region/national_business/vantage-data-centers-marks-record-growth-milestones-in-2021-with-entrance-into-apac-and-africa/article_e8244b32-02d9-53ec-9457-0f345ea1372f.html,joplinglobe.com,vantage data centers marks record growth milestones in with entrance into apac and africa,slug,yes,positive,investment_buildout
22,2022-01,20220129001500,https://www.realestatebusiness.com.au/tech/22803-sydney-ranks-among-top-data-centre-markets-in-the-world,realestatebusiness.com.au,Sydney ranks among top data centre markets in the world - Real Estate Business,live,yes,positive,investment_buildout
23,2022-01,20220118121500,https://www.datacenterdynamics.com/en/broadcasts/inside-aus/2022/panel-whats-the-outlook-for-skills-across-australian-and-new-zealand-data-centers-is-there-a-plan-b/,datacenterdynamics.com,panel whats the outlook for skills across australian and new zealand data centers is there plan,slug,yes,neutral,jobs_economy
24,2022-01,20220113091500,https://www.environmentalleader.com/2022/01/skybox-completes-construction-of-new-data-center-powered-by-renewable-energy/,environmentalleader.com,skybox completes construction of new data center powered by renewable energy,slug,yes,positive,energy_grid
25,2022-01,20220107143000,https://www.prnewswire.com:443/news-releases/equinix-promotes-jon-lin-to-evp--gm-data-center-services-301456097.html,prnewswire.com:443,"Equinix Promotes Jon Lin to EVP & GM, Data Center Services",live,yes,neutral,other
26,2022-01,20220127201500,https://mtstandard.com/news/state-and-regional/work-underway-near-williston-on-massive-1-9-billion-cryptocurrency-data-center/article_20bc59bf-d403-5a6f-923d-c090f16a0a76.html,mtstandard.com,Work underway near Williston on massive $1.9 billion cryptocurrency data center,live,yes,positive,investment_buildout
27,2022-01,20220127174500,https://www.datacenterdynamics.com/en/news/bai-communications-to-host-london-underground-mobile-network-infrastructure-in-bt-data-center/,datacenterdynamics.com,BAI Communications to host London Underground mobile network infrastructure in BT data center - DCD,live,yes,neutral,tech_operations
28,2022-01,20220103140000,https://www.datamation.com/data-center/amplitude-data-center-presence-germany/,datamation.com,Amplitude Launches Data Center Presence in Germany | Datamation,live,yes,positive,investment_buildout
29,2022-01,20220105053000,https://www.texasguardian.com/news/272102538/data-centre-market-next-big-thing--major-giants-ntt-communications-aws-google,texasguardian.com,"Data Centre Market Next Big Thing | Major Giants NTT Communications, AWS, Google",live,yes,positive,investment_buildout
30,2022-01,20220128181500,https://www.prnewswire.com/news-releases/middle-east-data-center-markets-outlook--forecasts-report-2022-2027---big-data--lot-fueling-data-center-investments--on-premises-infrastructure-migrating-to-colocation--managed-services-301470599.html,prnewswire.com,Middle East Data Center Markets Outlook & Forecasts Report 2022-2027 - Big Data & loT Fueling Data Center Investments & On-Premises Infrastructure Migrating to Colocation & Managed Services,live,yes,positive,investment_buildout
31,2022-01,20220110174500,https://www.datacenterknowledge.com:443/colocation/verne-global-add-20mw-icelandic-data-center-campus,datacenterknowledge.com:443,Verne Global To Add 20MW To Icelandic Data Center Campus,live,yes,positive,investment_buildout
32,2022-01,20220120064500,https://www.bloombergquint.com/onweb/singapore-ranked-second-in-global-data-center-markets,bloombergquint.com,singapore ranked second in global data center markets,slug,yes,positive,investment_buildout
33,2022-01,20220117184500,https://www.totaltele.com/512171/Orange-and-Engie-team-up-to-shift-African-data-centre-to-solar-power,totaltele.com,"Total Telecom - News, analysis and events for global telecoms",live,no,neutral,other
34,2022-01,20220126171500,https://www.telecompaper.com/news/data4-to-build-data-centre-at-warsaw--1411858,telecompaper.com,Data4 to build data centre at Warsaw  - Telecompaper,live,yes,positive,investment_buildout
35,2022-01,20220111080000,https://www.openpr.com/news/2522904/asia-pacific-data-center-interconnect-dci-market-top-leading,openpr.com,asia pacific data center interconnect dci market top leading,slug,yes,positive,investment_buildout
36,2022-01,20220122124500,https://www.insidenova.com/headlines/prince-williams-virtual-data-center-hearing-draws-complaints-opponents/article_a869994a-7b37-11ec-8f5e-6beba9449b97.html,insidenova.com,Prince William,live,no,neutral,other
37,2022-01,20220126203000,https://www.insidenova.com/headlines/another-proposed-data-center-project-in-gainesville-gets-a-second-look/article_410f8124-7ec0-11ec-a5c1-a79ebf6d21da.html,insidenova.com,Another proposed data center project in Gainesville gets a second look,live,yes,neutral,community_opposition
38,2022-01,20220104010000,https://datacenterfrontier.com/digital-realty-acquires-teraco-as-africa-data-center-ma-continues/,datacenterfrontier.com,Digital Realty Acquires Teraco as Africa Data Center M&#038;A Continues | Data Center Frontier,live,yes,positive,investment_buildout
39,2022-01,20220123051500,https://www.businesspost.ie/energy/dcc-halts-expansion-of-amazon-data-centre-in-north-dublin-0fe42355,businesspost.ie,dcc halts expansion of amazon data centre in north dublin,slug,yes,negative,policy_regulation
40,2022-01,20220124073000,https://www.macaubusiness.com/hong-kong-rejoins-global-top-ten-data-center-markets-ranked-second-in-asia-pacific/,macaubusiness.com,"Hong Kong Rejoins Global Top Ten Data Center Markets, Ranked Second in Asia Pacific | Macau Business",live,yes,positive,investment_buildout
41,2022-01,20220107084500,https://www.datacenterdynamics.com/en/opinions/the-ever-evolving-relationship-between-data-centers-and-their-customers/,datacenterdynamics.com,The ever-evolving relationship between data centers and their customers - DCD,live,yes,neutral,tech_operations
42,2022-01,20220123051500,https://billingsgazette.com/news/state-and-regional/cryptocurrency-data-centers-eye-north-dakota-for-its-cold-winters/article_dcb63fa5-4baa-5c13-8e8d-2b22ae8234f8.html,billingsgazette.com,Cryptocurrency data centers eye North Dakota for its cold winters,live,yes,positive,investment_buildout
43,2022-01,20220126183000,https://www.prnewswire.com:443/news-releases/apac-data-center-market-industry-outlook-to-2027-5g-deployments-fueling-edge-data-center-investments-301468780.html,prnewswire.com:443,APAC Data Center Market Industry Outlook to 2027: 5G Deployments Fueling Edge Data Center Investments,live,yes,positive,investment_buildout
44,2022-01,20220126120000,https://nz.finance.yahoo.com/news/western-europe-data-center-market-113700961.html,nz.finance.yahoo.com,Western Europe data center market witnessed investments of USD 35.06 billion in 2021 and will witness investments of USD 44.77 billion by 2027,live,yes,positive,investment_buildout
45,2022-01,20220117064500,https://developingtelecoms.com/telecom-technology/data-centres-networks/12683-clusterpower-builds-largest-data-centre-in-romania.html,developingtelecoms.com,ClusterPower builds largest data centre in Romania - Developing Telecoms,live,yes,positive,investment_buildout
46,2022-01,20220125230000,https://www.texasguardian.com/news/272231161/data-center-monitoring-solution-market-next-big-thing--major-giants-microsoft-raritan-delta-electronics,texasguardian.com,"Data Center Monitoring Solution Market Next Big Thing | Major Giants Microsoft, Raritan, Delta Electronics",live,yes,positive,tech_operations
47,2022-01,20220106171500,https://www.crn.com/news/data-center/eaton-buys-power-specialist-royal-power-solutions-for-600m,crn.com,Eaton Buys Power Specialist Royal Power Solutions For $600M | CRN,live,no,neutral,other
48,2022-01,20220118081500,https://www.telecompaper.com/news/equinix-announces-usd-163-mln-investment-in-paris-pa10-data-centre--1410811,telecompaper.com,Equinix announces USD 163 mln investment in Paris 'PA10' data centre - Telecompaper,live,yes,positive,investment_buildout
49,2022-01,20220113170000,https://swarajyamag.com/news-brief/big-boost-for-digital-india-railtel-to-set-up-over-100-edge-data-centres-in-rural-and-semi-urban-areas,swarajyamag.com,Big Boost For Digital India: RailTel To Set Up Over 100 Edge Data Centres In Rural And Semi-Urban Areas,live,yes,positive,investment_buildout
50,2022-01,20220113171500,https://www.law360.com/articles/1455044/american-real-estate-harrison-plan-1b-data-center-build,law360.com,"American Real Estate, Harrison Plan $1B Data Center Build - Law360",live,yes,positive,investment_buildout
51,2022-01,20220128154500,https://www.windowscentral.com/curious-tale-microsoft-data-center-vs-2600-trees-and-san-antonio-hoa,windowscentral.com,"The curious tale of a Microsoft data center vs. 2,600 trees and a San Antonio HOA | Windows Central",live,yes,negative,community_opposition
52,2022-01,20220107063000,https://developingtelecoms.com/telecom-technology/data-centres-networks/12638-digital-realty-acquires-south-africa-s-teraco.html,developingtelecoms.com,digital realty acquires south africa teraco,slug,yes,positive,investment_buildout
53,2022-01,20220120020000,https://www.crn.com.au/news/aussie-pre-fab-data-centre-company-dxn-names-shalini-lagrutta-as-new-ceo-574814,crn.com.au,aussie pre fab data centre company dxn names shalini lagrutta as new ceo,slug,yes,neutral,other
54,2022-01,20220124170000,"https://www.itwire.com/business-it-news/data-centres/enterprise-spending-on-malaysian-data-centres,-hosting-services-set-for-growth-through-to-2025.html",itwire.com,"Enterprise spending on Malaysian data centres, hosting services set for growth through to 2025 | iTWire",live,yes,positive,investment_buildout
55,2022-01,20220124121500,https://www.datacenterdynamics.com/en/news/etix-everywhere-acquires-majority-stake-in-thailands-genesis-data-centers/,datacenterdynamics.com,Etix Everywhere acquires majority stake in Thailand’s Genesis Data Centers - DCD,live,yes,positive,investment_buildout
56,2022-01,20220126113000,https://www.datacenterdynamics.com/en/news/copt-sells-manassas-data-center-to-cloudhqs-cloud-capital-for-222m/,datacenterdynamics.com,COPT sells Manassas data center to CloudHQ’s Cloud Capital for $222m - DCD,live,yes,neutral,investment_buildout
57,2022-01,20220105153000,https://www.msn.com/en-us/news/us/d-fw-data-center-demand-surged-in-2021/ar-AASsCw3,msn.com,fw data center demand surged in,slug,yes,positive,investment_buildout
58,2022-01,20220112163000,https://www.prnewswire.com:443/news-releases/data-center-colocation-market-size-worth--127-93-billion-globally-by-2028-at-14-02-cagr-verified-market-research-301459464.html,prnewswire.com:443,"Data Center Colocation Market size worth $ 127.93 Billion, Globally, by 2028 at 14.02% CAGR: Verified Market Research®",live,yes,positive,investment_buildout
59,2022-01,20220120191500,https://www.datacenterdynamics.com/en/marketwatch/three-things-you-should-know-about-the-data-center-market/,datacenterdynamics.com,Three things you should know about the data center market - DCD,live,yes,neutral,investment_buildout
60,2022-01,20220119034500,http://www.blackseagrain.net/2022/01/19/data-center-transformer-market-outlook-and-deep-study-of-top-top-key-players-general-electric-hyosung-heavy-industries-abb-ltd/,blackseagrain.net,data center transformer market outlook and deep study of top top key players general electric hyosung heavy industries abb ltd,slug,yes,positive,energy_grid
61,2022-01,20220113124500,https://menafn.com/1103531285/Data-Center-RFID-Market-May-Set-a-New-Growth-Story-to-Generate-Booming-Opportunities-in-the-Industry-By-2028&source=29,menafn.com,Data Center RFID Market May Set New Growth Story to Generate Booming Opportunities in the Industry By 2028&source=29,slug,yes,positive,tech_operations
62,2022-01,20220125234500,https://www.wfae.org/south-carolina/2022-01-25/bitcoin-miner-greenidge-generation-announces-a-264-million-data-center-near-spartanburg,wfae.org,Bitcoin miner Greenidge Generation announces a $264 million data center near Spartanburg,live,yes,positive,investment_buildout
63,2022-01,20220131111500,https://www.datacenterdynamics.com/en/news/equinix-to-close-ma2-data-center-in-manchester/,datacenterdynamics.com,Equinix to close MA2 data center in Manchester - DCD,live,yes,negative,investment_buildout
64,2022-01,20220128124500,https://www.datacenterdynamics.com/en/news/metafacebook-to-expand-gallatin-data-center-campus-in-tennessee/,datacenterdynamics.com,Meta/Facebook to expand Gallatin data center campus in Tennessee - DCD,live,yes,positive,investment_buildout
65,2022-01,20220106131500,https://www.datacenterdynamics.com/en/news/powerhouse-ventures-invests-in-tasmanian-data-center-firm-firmus/,datacenterdynamics.com,Powerhouse Ventures invests in Tasmanian data center firm Firmus - DCD,live,yes,positive,investment_buildout
66,2022-01,20220120020000,https://www.crn.com.au/news/datagrid-nabs-land-for-nzs-first-hyperscale-data-centre-574844,crn.com.au,datagrid nabs land for nzs first hyperscale data centre,slug,yes,positive,investment_buildout
67,2022-01,20220124073000,https://maxwellgunterdispatch.com/news/276182/global-data-centre-automation-software-market-to-be-driven-by-increasing-need-for-data-centre-automation-in-the-forecast-period-of-2021-2026/,maxwellgunterdispatch.com,MaxwellGunterDispatch.com is for sale | HugeDomains,live,no,neutral,other
68,2022-01,20220120151500,https://www.datacenterknowledge.com/business/singapore-ties-silicon-valley-global-data-center-ranking,datacenterknowledge.com,Singapore Ties With Silicon Valley in Global Data Center Ranking,live,yes,positive,investment_buildout
69,2022-01,20220118163000,https://www.prnewswire.com:443/news-releases/novva-data-centers-and-zayo-unveil-details-of-diverse-dark-fiber-ring-providing-connectivity-to-state-of-the-art-utah-data-center-301462698.html,prnewswire.com:443,Novva Data Centers and Zayo Unveil Details of Diverse Dark Fiber Ring Providing Connectivity to State of the Art Utah Data Center,live,yes,positive,tech_operations
70,2022-01,20220128021500,https://www.msn.com/en-us/money/smallbusiness/city-and-county-leaders-react-to-williston-data-center-announcement/ar-AATdAga,msn.com,city and county leaders react to williston data center announcement,slug,yes,neutral,jobs_economy
71,2022-01,20220123194500,https://bismarcktribune.com/news/state-and-regional/cold-north-dakota-ideal-for-hot-cryptocurrency-data-centers/article_c37151de-3c94-55ec-b7b7-318f018c7c31.html,bismarcktribune.com,cold north dakota ideal for hot cryptocurrency data centers,slug,yes,positive,investment_buildout
72,2022-01,20220112154500,https://www.businesswire.com/news/home/20220112005169/en/ComEd-Skybox-Datacenters-Announce-Completion-of-Latest-Data-Center-in-Northern-Illinois,businesswire.com,ComEd Skybox Datacenters Announce Completion of Latest Data Center in Northern Illinois,slug,yes,positive,investment_buildout
73,2022-01,20220117191500,https://www.datacenterdynamics.com/en/news/arm-would-deprioritize-data-center-and-pc-markets-if-it-went-pulbic-claims-nvidia/,datacenterdynamics.com,"Arm would ""deprioritize data center and PC"" markets if it went public, claims Nvidia - DCD",live,yes,negative,investment_buildout
74,2022-01,20220107060000,https://www.bendbulletin.com/opinion/guest-column-prineville-data-centers-and-water-there-is-a-cost/article_cc232302-6f1f-11ec-91a2-93fa7c891b57.html,bendbulletin.com,Opinion | The Bulletin,live,no,neutral,other
75,2022-01,20220107090000,https://www.prnewswire.com/news-releases/data-center-cooling-solutions-market-to-record-usd-10-91-bn-growth--airedale-air-conditioning-ltd-black-box-corp-and-daikin-industries-ltd-emerge-as-dominant-players--technavio-301455351.html,prnewswire.com,"Data Center Cooling Solutions Market to Record USD 10.91 Bn Growth | Airedale Air Conditioning Ltd., Black Box Corp., and Daikin Industries Ltd. emerge as dominant players | Technavio",live,yes,positive,tech_operations
76,2022-01,20220121100000,https://www.telecompaper.com/news/safaricom-builds-usd-100-mln-data-centre-in-ethiopia-imported-from-china--1411297,telecompaper.com,Safaricom builds USD 100 mln data centre in Ethiopia imported from China - Telecompaper,live,yes,positive,investment_buildout
77,2022-01,20220107090000,https://www.globenewswire.com/news-release/2022/01/07/2362941/0/en/Telia-Lietuva-will-invest-EUR-10-million-into-construction-of-the-largest-data-centre-in-Lithuania.html,globenewswire.com,Telia Lietuva will invest EUR 10 million into construction,live,yes,positive,investment_buildout
78,2022-01,20220103233000,https://www.marketwatch.com/story/infratil-says-value-of-cdc-data-centres-stake-up-15-271641244060,marketwatch.com,infratil says value of cdc data centres stake up,slug,yes,positive,investment_buildout
79,2022-01,20220121234500,https://www.newyorktelegraph.com/news/272219289/data-center-infrastructure-management-market-projected-to-reach-32-billion-by-2026-with-a-remarkable-cagr-112,newyorktelegraph.com,"Data Center Infrastructure Management Market projected to reach $3.2 billion by 2026, with a remarkable CAGR 11.2%",live,yes,positive,investment_buildout
80,2022-01,20220121060000,https://www.business-standard.com/article/finance/aiib-to-invest-150-mn-in-development-of-data-centers-serving-asia-122012100363_1.html,business-standard.com,aiib to invest mn in development of data centers serving asia,slug,yes,positive,investment_buildout
81,2022-01,20220128004500,https://www.insidenova.com/headlines/planning-commissions-tie-vote-moves-gainesville-data-center-proposal-forward/article_7c92eb28-7fb0-11ec-b519-effccf70a075.html,insidenova.com,Planning commission,live,no,neutral,other
82,2022-01,20220103111500,https://www.telecompaper.com/news/telkom-indonesia-consolidates-data-centre-operations--1409377,telecompaper.com,Telkom Indonesia consolidates data centre operations - Telecompaper,live,yes,neutral,tech_operations
83,2022-01,20220118194500,https://www.datacenterdynamics.com/en/news/mcfi-builds-modular-data-center-for-big-bend-telephone-in-texas/,datacenterdynamics.com,MCFI builds modular data center for Big Bend Telephone in Texas - DCD,live,yes,positive,investment_buildout
84,2022-01,20220126164500,http://www.padovanews.it/2022/01/26/nordic-data-center-market-witnessed-investments-of-usd-5-24-billion-in-2021-and-will-witness-investments-of-usd-10-21-billion-by-2027/,padovanews.it,nordic data center market witnessed investments of usd billion in and will witness investments of usd billion by,slug,yes,positive,investment_buildout
85,2022-01,20220127030000,https://kfgo.com/2022/01/26/1-9-billion-data-center-planned-in-northwest-north-dakota/,kfgo.com,$1.9 billion data center planned in northwest North Dakota | The Mighty 790 KFGO | KFGO,live,yes,positive,investment_buildout
86,2022-01,20220112103000,https://www.indiagazette.com/news/272156632/railtel-to-create-edge-data-centres-at-102-locations-across-india,indiagazette.com,RailTel to create 'Edge Data Centres' at 102 locations across India,live,yes,positive,investment_buildout
87,2022-01,20220127164500,https://gigaom.com/report/key-criteria-for-evaluating-data-center-switching/,gigaom.com,key criteria for evaluating data center switching,slug,yes,neutral,tech_operations
88,2022-01,20220119194500,https://www.potomaclocal.com/2022/01/19/data-center-public-meeting-scheduled-thursday-despite-an-effort-to-postpone-due-to-virus/,potomaclocal.com,Data center public meeting scheduled Thursday despite an effort to postpone due to virus,live,yes,neutral,community_opposition
89,2022-01,20220128103000,https://www.openpr.com/news/2539918/data-center-solution-market-size-will-reach-usd-57280-million,openpr.com,data center solution market size will reach usd million,slug,yes,positive,investment_buildout
90,2022-01,20220125141500,https://finance.yahoo.com/news/asia-pacific-data-center-market-135600331.html,finance.yahoo.com,Asia Pacific data center market witnessed investments of USD 63.15 billion in 2021 and will witness investments of USD 94 billion by 2027,live,yes,positive,investment_buildout
91,2022-01,20220119121500,https://www.businesswireindia.com/check-point-software-introduces-the-worlds-fastest-firewall-delivering-20-times-better-price-performance-to-the-worlds-most-demanding-datacenters-76930.html,businesswireindia.com,Press Release Distribution India | Business Wire India,live,no,neutral,other
92,2022-01,20220118194500,https://www.datacenterdynamics.com/en/news/prime-to-develop-new-9mw-data-center-in-santa-clara/,datacenterdynamics.com,Prime to develop new 9MW data center in Santa Clara - DCD,live,yes,positive,investment_buildout
93,2022-01,20220114153000,https://www.datacenterdynamics.com/en/news/swansea-council-to-relocate-data-center-amid-plans-to-redevelop-citys-civic-centre/,datacenterdynamics.com,Swansea council to relocate data center amid plans to redevelop city’s Civic Centre - DCD,live,yes,neutral,policy_regulation
94,2022-01,20220107180000,https://www.thehindu.com/business/godrej-mep-eyes-25-growth-from-data-centres/article38178850.ece,thehindu.com,Godrej MEP eyes 25% growth from data centres  - The Hindu,live,yes,positive,investment_buildout
95,2022-01,20220125150000,https://finance.yahoo.com/news/africa-data-center-market-witnessed-134600647.html,finance.yahoo.com,Africa data center market witnessed investments of USD 2.6 billion in 2021 and will witness investments of USD 5.4 billion by 2027,live,yes,positive,investment_buildout
96,2022-01,20220112143000,https://www.prnewswire.com:443/news-releases/edgeconnex-adds-three-data-center-industry-veterans-and-thought-leaders-to-executive-leadership-team-301459205.html,prnewswire.com:443,EdgeConneX Adds Three Data Center Industry Veterans and Thought Leaders to Executive Leadership Team,live,yes,positive,other
97,2022-01,20220120141500,https://www.datacenterdynamics.com/en/news/microsoft-to-buy-50-acres-in-hyderabad-for-new-data-center-campus-report/,datacenterdynamics.com,Report: Microsoft to buy 50 acres in Hyderabad for new data center campus - DCD,live,yes,positive,investment_buildout
98,2022-01,20220105194500,https://datacenterfrontier.com/stack-plans-1-million-sf-data-center-campus-in-ashburn/,datacenterfrontier.com,STACK Infrastructure Plans 1 Million SF Data Center Campus in Ashburn | Data Center Frontier,live,yes,positive,investment_buildout
99,2022-01,20220131130000,https://www.finextra.com/pressarticle/91233/bbva-reduces-co-emissions-and-energy-consumption-of-its-data-center-processors-by-50-with-ibm-tech,finextra.com,bbva reduces co emissions and energy consumption of its data center processors by with ibm tech,slug,yes,positive,environment_water
100,2022-01,20220107184500,https://www.capacitymedia.com/articles/3830486/lithuania-plans-10-million-data-centre,capacitymedia.com,lithuania plans million data centre,slug,yes,positive,investment_buildout
101,2022-01,20220112143000,https://www.prnewswire.com/news-releases/edgeconnex-adds-three-data-center-industry-veterans-and-thought-leaders-to-executive-leadership-team-301459205.html,prnewswire.com,EdgeConneX Adds Three Data Center Industry Veterans and Thought Leaders to Executive Leadership Team,live,yes,positive,other
102,2022-01,20220110083000,https://www.datacenterdynamics.com/en/opinions/demand-response-opportunities-in-data-centers-whats-holding-us-back/,datacenterdynamics.com,Demand Response opportunities in data centers – what’s holding us back? - DCD,live,yes,neutral,energy_grid
103,2022-01,20220113003000,https://www.crn.com/slide-shows/data-center/10-data-center-companies-you-need-to-watch-in-2022,crn.com,10 Data Center Companies You Need To Watch In 2022 | CRN,live,yes,positive,investment_buildout
104,2022-01,20220123014500,https://www.prnewswire.com/news-releases/analysis-of-polands-data-center-market-2021-to-2026-with-equinix-cisco-dell-huawei-and-siemens-among-others-301465644.html,prnewswire.com,"Analysis of Poland's Data Center Market (2021 to 2026) with Equinix, Cisco, Dell, Huawei and Siemens Among Others",live,yes,positive,investment_buildout
105,2022-01,20220106110000,https://www.globenewswire.com/news-release/2022/01/05/2361672/0/en/TAOP-Announces-Hong-Kong-Data-Center-Expansion-Plan-to-Amplify-Ethereum-Business.html,globenewswire.com,TAOP Announces Hong Kong Data Center Expansion Plan to,live,yes,positive,investment_buildout
106,2022-01,20220118164500,https://markets.businessinsider.com/news/stocks/novva-data-centers-and-zayo-unveil-details-of-diverse-dark-fiber-ring-providing-connectivity-to-state-of-the-art-utah-data-center-1031109744,markets.businessinsider.com,novva data centers and zayo unveil details of diverse dark fiber ring providing connectivity to state of the art utah data center,slug,yes,positive,tech_operations
107,2022-01,20220121091500,https://www.2merkato.com/news/alerts/6388-safaricom-ethiopia-building-data-center-costing-100mn,2merkato.com,Safaricom Ethiopia Building $100Mn Data Center,live,yes,positive,investment_buildout
108,2022-01,20220118131500,https://www.telecompaper.com/news/orange-ties-up-with-engie-to-convert-main-data-centre-in-africa-to-solar-power--1410766,telecompaper.com,Orange ties up with Engie to convert main data centre in Africa to solar power - Telecompaper,live,yes,positive,energy_grid
109,2022-01,20220119120000,https://www.openpr.com/news/2532260/mega-data-center-market-2022-growth-and-global-outlook-cisco,openpr.com,mega data center market growth and global outlook cisco,slug,yes,positive,investment_buildout
110,2022-01,20220107130000,https://www.datacenterdynamics.com/en/news/telia-sells-latvian-unit-to-tet-aims-to-build-new-lithuanian-data-center-in-vilnius/,datacenterdynamics.com,"Telia sells Latvian unit to Tet, aims to build new Lithuanian data center in Vilnius - DCD",live,yes,positive,investment_buildout
111,2022-01,20220129031500,https://www.newscenter1.tv/gov-doug-burgum-aware-of-data-center-developers-dark-past/,newscenter1.tv,gov doug burgum aware of data center developers dark past,slug,yes,negative,community_opposition
